         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        2    0.000    0.000    0.000    0.000 argparse.py:1638(identity)
        2    0.000    0.000    0.000    0.000 argparse.py:1946(<listcomp>)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1203(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1807(IgnoreException)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 random.py:664(SystemRandom)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:609(IndexExpression)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 _datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 core.py:95(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:174(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:206(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:802(__init__)
        1    0.000    0.000    0.000    0.000 core.py:793(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        3    0.000    0.000    0.000    0.000 core.py:863(__init__)
        1    0.000    0.000    0.000    0.000 core.py:857(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:873(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:899(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1121(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1280(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1312(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1326(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:2381(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2593(MaskedIterator)
        4    0.000    0.000    0.000    0.000 core.py:3345(dtype)
        1    0.000    0.000    0.000    0.000 core.py:6425(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:8033(_convert2ma)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:345(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:387(add_metaclass)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:436(OptionDummy)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 platform.py:1223(python_implementation)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 inspect.py:2376(_void)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2144(IPv6Network)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:663(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1366(_attr)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        3    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:4(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:37(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 typing.py:160(_TypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:197(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:269(_TypeAlias)
        1    0.000    0.000    0.000    0.000 typing.py:404(_Any)
        1    0.000    0.000    0.000    0.000 typing.py:453(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1233(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1271(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:1290(CallableMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1367(_ClassVar)
        1    0.000    0.000    0.000    0.000 typing.py:1622(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1726(AsyncIterable)
        1    0.000    0.000    0.000    0.000 typing.py:1761(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1777(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1785(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1794(Reversible)
        1    0.000    0.000    0.000    0.000 typing.py:1823(AbstractSet)
        1    0.000    0.000    0.000    0.000 typing.py:1832(MutableSet)
        1    0.000    0.000    0.000    0.000 typing.py:1847(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1853(Sequence)
        1    0.000    0.000    0.000    0.000 typing.py:1866(MutableSequence)
        1    0.000    0.000    0.000    0.000 typing.py:1870(ByteString)
        1    0.000    0.000    0.000    0.000 typing.py:1874(List)
        1    0.000    0.000    0.000    0.000 typing.py:1885(Deque)
        1    0.000    0.000    0.000    0.000 typing.py:1906(FrozenSet)
        1    0.000    0.000    0.000    0.000 typing.py:1920(KeysView)
        1    0.000    0.000    0.000    0.000 typing.py:1925(ItemsView)
        1    0.000    0.000    0.000    0.000 typing.py:1996(Dict)
        1    0.000    0.000    0.000    0.000 typing.py:2007(DefaultDict)
        1    0.000    0.000    0.000    0.000 typing.py:2032(ChainMap)
        1    0.000    0.000    0.000    0.000 typing.py:2052(Generator)
        1    0.000    0.000    0.000    0.000 typing.py:2076(Type)
        1    0.000    0.000    0.000    0.000 typing.py:2129(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:2127(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2160(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:2375(io)
        1    0.000    0.000    0.000    0.000 typing.py:2394(re)
        1    0.000    0.000    0.000    0.000 config.py:69(OptionError)
        1    0.000    0.000    0.000    0.000 config.py:175(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:220(CallableDynamicDoc)
        2    0.000    0.000    0.000    0.000 config.py:481(deprecate_option)
        1    0.000    0.000    0.000    0.000 config.py:532(_select_options)
        1    0.000    0.000    0.000    0.000 config.py:593(_translate_key)
        1    0.000    0.000    0.000    0.000 api.py:72(TimeGrouper)
        1    0.000    0.000    0.000    0.000 algorithms.py:1157(SelectNFrame)
        1    0.000    0.000    0.000    0.000 dtypes.py:79(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:137(__init__)
        2    0.000    0.000    0.000    0.000 dtypes.py:266(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:376(DatetimeTZDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:490(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:607(IntervalDtypeType)
        1    0.000    0.000    0.000    0.000 __init__.py:39(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:145(MergeError)
        1    0.000    0.000    0.000    0.000 common.py:23(SettingWithCopyError)
        2    0.000    0.000    0.000    0.000 _decorators.py:183(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 _decorators.py:273(Appender)
        1    0.000    0.000    0.000    0.000 base.py:170(SpecificationError)
        3    0.000    0.000    0.000    0.000 base.py:654(_dispatch)
        6    0.000    0.000    0.000    0.000 nanops.py:92(__init__)
        1    0.000    0.000    0.000    0.000 nanops.py:90(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:834(make_nancomp)
        1    0.000    0.000    0.000    0.000 groupby.py:531(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:5069(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:5101(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 offsets.py:451(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:460(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:993(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1099(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1260(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1419(_WeekOfMonthMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1646(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1660(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1752(BYearBegin)
        6    0.000    0.000    0.000    0.000 offsets.py:2207(_tick_comp)
        1    0.000    0.000    0.000    0.000 multi.py:50(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 datetimelike.py:57(DatelikeOps)
        3    0.000    0.000    0.000    0.000 generic.py:258(<dictcomp>)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 indexing.py:29(get_indexers_list)
        1    0.000    0.000    0.000    0.000 indexing.py:45(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:84(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:1460(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2162(_AtIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:2037(FloatBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2088(ComplexBlock)
        1    0.000    0.000    0.000    0.000 format.py:301(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:317(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:1107(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1115(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1141(IntervalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1167(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 common.py:61(BaseIterator)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1558(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _core.py:837(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _core.py:901(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1092(AreaPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1288(BarhPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1436(KdePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1492(PiePlot)
        1    0.000    0.000    0.000    0.000 window.py:807(_Rolling)
        1    0.000    0.000    0.000    0.000 window.py:1942(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 panel.py:1552(WidePanel)
        1    0.000    0.000    0.000    0.000 ops.py:156(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:478(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
        1    0.000    0.000    0.000    0.000 parsers.py:3338(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3436(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 pytables.py:136(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:146(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1391(TableIterator)
        3    0.000    0.000    0.000    0.000 pytables.py:1545(set_pos)
        1    0.000    0.000    0.000    0.000 pytables.py:1856(set_data)
        1    0.000    0.000    0.000    0.000 pytables.py:1871(set_metadata)
        1    0.000    0.000    0.000    0.000 pytables.py:2212(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2413(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2813(SparseFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2826(SparseSeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2850(SparseFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3912(LegacyFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:3923(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:20(Scope)
        1    0.000    0.000    0.000    0.000 pytables.py:30(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:59(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:289(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:298(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:346(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:482(Expr)
        2    0.000    0.000    0.000    0.000 expr.py:135(_is_type)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        1    0.000    0.000    0.000    0.000 json.py:75(Writer)
        1    0.000    0.000    0.000    0.000 json.py:116(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:134(FrameWriter)
        1    0.000    0.000    0.000    0.000 json.py:431(JsonReader)
        1    0.000    0.000    0.000    0.000 json.py:773(SeriesParser)
        1    0.000    0.000    0.000    0.000 json.py:817(FrameParser)
        3    0.000    0.000    0.000    0.000 api.py:69(outer)
        1    0.000    0.000    0.000    0.000 sql.py:30(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 parquet.py:73(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:174(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 stata.py:481(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:840(StataParser)
        1    0.000    0.000    0.000    0.000 stata.py:2479(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 packers.py:743(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:759(Unpacker)
        1    0.000    0.000    0.000    0.000 __init__.py:9(ExtType)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 testing.py:2053(optional_args)
        1    0.000    0.000    0.000    0.000 testing.py:2376(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2664(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2676(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2688(SubclassedSparseDataFrame)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 accessors.py:266(PeriodProperties)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1122(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1286(StructureFormat)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1574(RootLogger)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1722(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
